"","title","date","push"
"278","
			
				[新聞] 不斷刷新金氏紀錄！8歲男童身高198　只差
			
			"," 6/19","爆"
"279","
			
				Re: [新聞] 中學者引「馬可波羅遊記」稱西藏屬於
			
			"," 6/19","爆"
"280","
			
				[新聞] 「我想殺了你好嗎」　父殺腦麻兒辯：「利
			
			"," 6/19","爆"
"281","
			
				[新聞] 潘美辰要哭惹！ 女星林逸欣報考街頭藝人
			
			"," 6/19","爆"
"282","
			
				[新聞] 他為認識女生加入教會　女教友：用錯法
			
			"," 6/19","爆"
"283","
			
				[爆卦] 除了徐旭東的亞泥，他的亞東醫院也很狂
			
			"," 6/19","爆"
"284","
			
				[新聞] 9年級生打工希望「時薪133元」 遭酸：妳
			
			"," 6/19","爆"
"285","
			
				Re: [新聞] 「我想殺了你好嗎」　父殺腦麻兒辯：「利
			
			"," 6/19","爆"
"286","
			
				[爆卦] 兆豐全民掏空洗錢案的內幕
			
			"," 6/19","爆"
"287","
			
				Re: [爆卦] 兆豐全民掏空洗錢案的內幕
			
			"," 6/19","爆"
"288","
			
				[問卦] 店員找錢多給 各位會還嗎
			
			"," 6/19","爆"
"289","
			
				[新聞] 持刀飆飛欲尋仇　屁孩遭撞一死一輕傷
			
			"," 6/20","爆"
"290","
			
				[爆卦] 被北韓囚禁日前放出來的美國大學生剛去世
			
			"," 6/20","爆"
"291","
			
				[新聞] 網友爆「負時數」壓榨護理師 亞東醫院駁：子虛烏
			
			"," 6/20","爆"
"292","
			
				[新聞] 屁孩持刀狂飆尋仇 撞小黃噴飛「脊椎斷裂
			
			"," 6/20","爆"
"293","
			
				[新聞] 豬哥亮公祭遇鬧場　粉絲「要簽幾號」遭
			
			"," 6/20","爆"
"294","
			
				Re: [新聞] 陳星女兒爆服藥過量送醫　IG露玄機...
			
			"," 6/20","爆"
"295","
			
				Re: [新聞] 「我想殺了你好嗎」　父殺腦麻兒辯：「利
			
			"," 6/20","爆"
"296","
			
				Re: [新聞] 中國史併入東亞史 洪秀柱批評政治干
			
			"," 6/20","爆"
"297","
			
				[新聞] 蔡政府又要改課綱 陸媒:加快文化台獨步伐
			
			"," 6/20","爆"
"298","
			
				[問卦] 最希望那個名人復活
			
			"," 6/20","爆"
"299","
			
				[新聞] 陳星女兒傳輕生　三總：未接獲住院訊息
			
			"," 6/20","爆"
"300","
			
				[爆卦] 亞東醫院的子虛烏有真的跟他老闆一樣狂!!
			
			"," 6/20","爆"
"301","
			
				[新聞] 遇年輕人坐博愛座 韓國老人一記飛踢爆頭
			
			"," 6/20","爆"
"302","
			
				Re: [問卦] 目前PTT寫手一哥是誰
			
			"," 6/20","爆"
"303","
			
				[問卦] 陳星婗 是台灣首位被證實的 超能力者 嗎?
			
			"," 6/20","爆"
"304","
			
				[問卦] 有沒有陳星的女兒連自殺都這麼忙的八卦
			
			"," 6/20","爆"
"305","
			
				[新聞] 蛤蜊殼當碎石鋪路！3天後長出「億萬超臭生命」　居民爆吐
			
			"," 6/20","爆"
"306","
			
				[ＦＢ] 林淑芬 護航亞泥到底，宣稱沒有違法
			
			"," 6/20","爆"
"307","
			
				Re: [爆卦] 兆豐全民掏空洗錢案的內幕
			
			"," 6/20","爆"
"308","
			
				[問卦] 老闆提早叫我離職 
			
			"," 6/20","爆"
"309","
			
				Re: [新聞] 陳星女兒割腕前簡訊曝光 母崩潰：難道要3
			
			"," 6/21","爆"
"310","
			
				[新聞] 年金改革 民進黨團支持18趴2年歸零
			
			"," 6/21","爆"
"311","
			
				[新聞] 要拍成電影啦！國產遊戲《返校》確認將登
			
			"," 6/21","爆"
"312","
			
				[新聞] 中國綜藝節目充斥「職業觀眾」裝哭收800
			
			"," 6/21","爆"
"313","
			
				[新聞] 不敵腦腫瘤　名嘴陳立宏今中午離世
			
			"," 6/21","爆"
"314","
			
				[新聞] 淚！陳立宏病逝前　最想看到女兒結婚
			
			"," 6/21","爆"
"315","
			
				[新聞]趕走特斯拉肥了裕隆?綠委要求檢討電動車
			
			"," 6/21","爆"
"316","
			
				[問卦]如果每人發一把T91跟中共打巷戰各位願意嗎
			
			"," 6/21","爆"
"317","
			
				Fw: [新聞] 玩真的！裕隆狠砸18億元增資大陸納智捷
			
			"," 6/21","爆"
"318","
			
				[新聞] 中國玉林狗肉節今如期舉行 1萬隻狗恐遭殺
			
			"," 6/21","爆"
"319","
			
				[問卦] 給你十萬 要你徒步環島 要嘛??
			
			"," 6/21","爆"
"320","
			
				[新聞] 神話破滅!中國巨型輕軌「巴鐵」月底前
			
			"," 6/21","爆"
"321","
			
				Re: [新聞] 陳星女兒割腕前簡訊曝光 母崩潰：難道要3
			
			"," 6/21","爆"
"322","
			
				Re: [問卦] 日本清酒要怎麼喝??
			
			"," 6/21","爆"
"323","
			
				Re: [爆卦] 兆豐全民掏空洗錢案的內幕
			
			"," 6/21","爆"
"324","
			
				Re: [新聞]象棋協會 遭爆擬參加中華人民共和國全運會
			
			"," 6/22","爆"
"325","
			
				[新聞] 婦三寶式左轉撞死 肇事者免責
			
			"," 6/22","爆"
"326","
			
				[問卦] 急！女友前男友密她怎麼回?
			
			"," 6/22","爆"
"327","
			
				[新聞] 台灣薪水太低　4年後恐「找不到人上班」
			
			"," 6/22","爆"
"328","
			
				Re: [新聞] 陳星女兒割腕前簡訊曝光 母崩潰：難道要3
			
			"," 6/22","爆"
"329","
			
				[ＦＢ] 黃國昌 (林淑芬說這則貼文讚)
			
			"," 6/22","爆"
"330","
			
				[新聞] 兩岸/陳學聖：課綱去中國化就是文化台獨
			
			"," 6/22","爆"
"331","
			
				[新聞] 提「丐幫理論」批藍營 連勝文：像群乞丐
			
			"," 6/22","爆"
"332","
			
				[新聞] 男子撿屍　辯：她沒抗拒還有呻吟
			
			"," 6/22","爆"
"333","
			
				Re: [新聞] 機車騎士頻自摔 道路標線是隱形殺手？
			
			"," 6/22","爆"
"334","
			
				Re: [新聞] 陸蝴蝶蘭出口美國　成台灣競爭對手
			
			"," 6/22","爆"
"335","
			
				[新聞] 太姆咪啦！《戰鬥女子學園》動畫將於yout
			
			"," 6/22","爆"
"336","
			
				[新聞] 怒撕報紙！郭台銘：東芝競標案是科技業大
			
			"," 6/22","爆"
"337","
			
				Re: [問卦] 台女身體較虛才需要坐月子這論點正確嗎
			
			"," 6/22","爆"
"338","
			
				[問卦] 跟去日本比，為什麼去韓國的人特別少？
			
			"," 6/22","爆"
"339","
			
				Re: [新聞]公文流出！救護員不算醫事人員 病患有愛滋
			
			"," 6/22","爆"
"340","
			
				[新聞] 女大生罵「你跟小孩都是垃圾」　結果對
			
			"," 6/22","爆"
"341","
			
				Re: [新聞]公文流出！救護員不算醫事人員 病患有愛滋
			
			"," 6/22","爆"
"342","
			
				[新聞] 惡質！表演遭騙帶去上廁所　李炳輝辛苦
			
			"," 6/22","爆"
"343","
			
				Re: [爆卦] 兆豐全民掏空洗錢案的內幕
			
			"," 6/22","爆"
"344","
			
				[ＦＢ] 林俊憲-Q&A打臉裕隆
			
			"," 6/22","爆"
"345","
			
				[新聞] 撞倒違規女大生「下半身癱瘓」　法官霸
			
			"," 6/23","爆"
"346","
			
				Re: [問卦] 年薪500萬的人是過怎樣的生活?
			
			"," 6/23","爆"
"347","
			
				[問卦] 有沒有漫畫主角是不靠爸不靠血脈靠自己的
			
			"," 6/23","爆"
"348","
			
				[問卦] 被8+9毀掉的品牌有哪些？
			
			"," 6/23","爆"
"349","
			
				[新聞] 菁仔拉鏈袋套頭　台灣檳榔登上巴黎時裝周
			
			"," 6/23","爆"
"350","
			
				[爆卦] 三立耍蠢認錯槍手　準備被吉了！
			
			"," 6/23","爆"
"351","
			
				[爆卦] 中國人在日本社區隨地便溺及亂丟垃圾
			
			"," 6/23","爆"
"352","
			
				[新聞] 18%優存走入歷史！　立院二讀2年歸零條文
			
			"," 6/23","爆"
"353","
			
				[問卦] 在日本吃過最雷的東西是什麼?
			
			"," 6/23","爆"
"354","
			
				[爆卦] 中國桌球男子選手全體退出中國公開賽！！
			
			"," 6/23","爆"
"355","
			
				Re: [爆卦] 兆豐全民掏空洗錢案的內幕
			
			"," 6/23","爆"
"356","
			
				[ＦＢ] 黃國昌 關於18%
			
			"," 6/23","爆"
"357","
			
				[新聞] 陸學者張笑天：陸在理論上將失去台灣
			
			"," 6/23","爆"
"358","
			
				[新聞] 吹哨者網爆兆豐蔡幫 信貸10億2年就倒
			
			"," 6/24","爆"
"359","
			
				[新聞] 美國男大生獲釋一週內身亡　北韓聲明：我
			
			"," 6/24","爆"
"360","
			
				[爆卦] 亞運象棋女國手遭象協理事長薛x昀封殺真相
			
			"," 6/24","爆"
"361","
			
				[問卦] 找到一個奇怪的部落格怎辦?
			
			"," 6/24","爆"
"362","
			
				[新聞] 中科院無人機海外參展遇中國踢館
			
			"," 6/24","爆"
"363","
			
				[新聞] 諷刺法官？呂炳宏：「恐龍咖啡」賣的是
			
			"," 6/24","爆"
"364","
			
				[問卦] 剛剛出桶了，不要噓我好嗎？
			
			"," 6/24","爆"
"365","
			
				[新聞] 中國惡老闆在美苛刻員工 判賠上億又坐牢3
			
			"," 6/24","爆"
"366","
			
				[新聞] 支持齊柏林　郭台銘慨然捐3000萬元
			
			"," 6/24","爆"
"367","
			
				Re: [爆卦] 兆豐全民掏空洗錢案的內幕
			
			"," 6/24","爆"
"368","
			
				[爆卦] 最佳樂團獎
			
			"," 6/24","爆"
"369","
			
				[ＦＢ] 林淑芬
			
			"," 6/24","爆"
"370","
			
				Re: [新聞] 公務員：不一定做好 但一定做滿
			
			"," 6/25","爆"
"371","
			
				Re: [問卦] 鴨鴨卡卡會不會是男版房思琪？
			
			"," 6/25","爆"
"372","
			
				[新聞]被問高分祕訣　北京狀元坦言家裡有錢最重
			
			"," 6/25","爆"
"373","
			
				[問卦] 有沒有三點撤銷亞泥遊行有多少人的八卦
			
			"," 6/25","爆"
"374","
			
				Re: [問卦] 現在公務人員的福利縮水了？
			
			"," 6/25","爆"
"375","
			
				[問卦] 多少人要靠杯台北車站的？都進來！
			
			"," 6/25","爆"
"376","
			
				[ＦＢ] 李富城:老人是毒瘤、這是誰造成的
			
			"," 6/25","爆"
"377","
			
				[問卦] 野外發現小貓 怎麼辦？
			
			"," 6/25","爆"
"378","
			
				[新聞] 倫敦大火79死！住22樓台灣人逃出煉獄 關
			
			"," 6/25","爆"
"379","
			
				[ＦＢ] 柯文哲
			
			"," 6/25","爆"
"380","
			
				[ＦＢ] 林淑芬：亞泥案動搖的是對DPP執政的信任
			
			"," 6/25","爆"
"381","
			
				[新聞] 歐盟代表訪拉薩 藏人喊「西藏要自由」後自
			
			"," 6/25","爆"
"382","
			
				[爆卦] 台中外勞會不會太誇張?
			
			"," 6/25","爆"
"383","
			
				[新聞] 四口命案被和諧 中國網民怒刷「巨嬰國
			
			"," 6/25","爆"
"384","
			
				Re: [爆卦] 最近山區眼鏡蛇常出沒！請小心！
			
			"," 6/25","爆"
"385","
			
				Re: [新聞] 倫敦大火79死！住22樓台灣人逃出煉獄 關
			
			"," 6/25","爆"
"386","
			
				Re: [問卦] 劉備最強時是哪個時候
			
			"," 6/25","爆"
"387","
			
				Re: [問卦] 台灣人來拍「孤獨的美食家」會怎樣？
			
			"," 6/26","爆"
"388","
			
				[問卦] 理髮師幹架能力強嗎？
			
			"," 6/26","爆"
"389","
			
				[問卦] 路邊有人割草時一定要注意
			
			"," 6/26","爆"
"390","
			
				Re: [新聞] 倫敦大火79死！住22樓台灣人逃出煉獄 關
			
			"," 6/26","爆"
"391","
			
				[新聞] 油罐車起火148死 揩油民眾成焦屍
			
			"," 6/26","爆"
"392","
			
				[新聞] 燿華電子宜蘭廠傳意外　5工人摔落化學池
			
			"," 6/26","爆"
"393","
			
				Re: [新聞] 待不住台灣！26K與50K的差距 年輕人出走
			
			"," 6/26","爆"
"394","
			
				[問卦] 帶什麼東西回古代 能夠變戰場常勝軍?
			
			"," 6/26","爆"
"395","
			
				[新聞] Gmail 用戶放心吧！Google 再也不會偷看
			
			"," 6/26","爆"
"396","
			
				[新聞] 美黑人警員被當賊 遭白人同事開槍射傷
			
			"," 6/26","爆"
"397","
			
				[新聞] 燿華工安意外釀4死 遭勒令停工開罰30萬
			
			"," 6/26","爆"
"398","
			
				Re: [爆卦] 兆豐全民掏空洗錢案的內幕
			
			"," 6/26","爆"
"399","
			
				[新聞] 柯文哲：市長有好混的 也有本身來混的
			
			"," 6/26","爆"
"400","
			
				Re: [新聞] 宅男爽娶正妹！　妻難產去世...孩子4歲他
			
			"," 6/27","爆"
"401","
			
				[問卦] 肥宅們有沒有關於甲甲的疑問？
			
			"," 6/27","爆"
"402","
			
				[新聞] 生涯首打席就敲安！林子偉寫台灣最速紀錄
			
			"," 6/27","爆"
"403","
			
				[新聞] 燿華4人死亡　為救人「一個一個往下跳」
			
			"," 6/27","爆"
"404","
			
				[新聞] 塵爆2年了 八仙業主似無意開園
			
			"," 6/27","爆"
"405","
			
				[新聞] PRADA迴紋針要價近六千元！網諷:拿它求婚
			
			"," 6/27","爆"
"406","
			
				[新聞] 立院年改案開始三讀 場外反年改僅20人
			
			"," 6/27","爆"
"407","
			
				[ＦＢ] 林淑芬   叫勞工命太賤嗎？
			
			"," 6/27","爆"
"408","
			
				[ＦＢ] 黃國昌　覺得困惑
			
			"," 6/27","爆"
"409","
			
				[問卦] 有沒有草東很難聽的八卦？
			
			"," 6/27","爆"
"410","
			
				Fw: [心得] 爆卦納智捷高速公路超車道熄火啦
			
			"," 6/27","爆"
"411","
			
				[新聞] PTT教父杜奕瑾成立AI實驗室　應徵履歷1周
			
			"," 6/27","爆"
"412","
			
				[爆卦] 上海有人往飛機發動機扔硬幣祈福
			
			"," 6/27","爆"
"413","
			
				[新聞] 陸毒犯判死 宣判完「直接帶去刑場」
			
			"," 6/27","爆"
"414","
			
				[新聞] 藍轟基金績效拖累年金　時力要查、藍委卻
			
			"," 6/27","爆"
"415","
			
				[新聞] Google壟斷網搜　歐盟重罰832.5億
			
			"," 6/27","爆"
"416","
			
				Re: [爆卦] 上海有人往飛機發動機扔硬幣祈福
			
			"," 6/27","爆"
"417","
			
				Re: [心得] 爆卦納智捷高速公路超車道熄火啦
			
			"," 6/27","爆"
"418","
			
				[ＦＢ] 日本國土交通省＊移轉首都機能之效果
			
			"," 6/27","爆"
"419","
			
				Re: [問卦] 有沒有草東很難聽的八卦？(發錢許願啦！)
			
			"," 6/27","爆"
"420","
			
				[新聞] 成功登頂聖母峰　19歲天才少女爆：沿途遍
			
			"," 6/27","爆"
"421","
			
				[新聞] 13名毒犯同時判死！宣判完…「直接帶到刑
			
			"," 6/28","爆"
"422","
			
				[新聞] 扯！燿華員工連做34天沒休息　最高工時16
			
			"," 6/28","爆"
"423","
			
				[新聞] 18趴恐歸零 李來希:鬥到底不惜街頭巷戰
			
			"," 6/28","爆"
"424","
			
				Re: [新聞] 優格姐姐嫁電競教父6個月　超進度生3500
			
			"," 6/28","爆"
"425","
			
				[新聞] 先別管一蘭了　你知道日本人瘋排春水堂嗎
			
			"," 6/28","爆"
"426","
			
				[問卦] 優格姐姐跟殺梗在八卦板很黑嗎?
			
			"," 6/28","爆"
"427","
			
				[新聞] 美速食店沒給足最低薪資　遭重罰4千多萬 
			
			"," 6/28","爆"
"428","
			
				[新聞] 最新民調:上任2年半 桃園市長鄭文燦滿意
			
			"," 6/28","爆"
"429","
			
				[問卦] 暗黑破壞神3 不准玩家打〃台灣〃二字
			
			"," 6/28","爆"
"430","
			
				[爆卦] 檢舉雇主未保勞保心得
			
			"," 6/28","爆"
"431","
			
				[新聞] 洪:要讓對岸知道國民黨的目標是統
			
			"," 6/28","爆"
"432","
			
				[新聞] 比基尼辣妹遇逆流　體力不支警消急救援
			
			"," 6/28","爆"
"433","
			
				[新聞] 蔡長榮:蔡執政一年 陸客旅行社剩七分之一
			
			"," 6/28","爆"
"434","
			
				[新聞] 蔡英文可能推台灣入聯　國台辦：挑戰一
			
			"," 6/28","爆"
"435","
			
				[新聞] 快訊】全聯大地震 總裁徐重仁傳7月退休
			
			"," 6/28","爆"
"436","
			
				[新聞] 大逆轉！HTC爆炸案　竟是男子折斷手機釀
			
			"," 6/28","爆"
"437","
			
				Re: [問卦] 有沒有草東很難聽的八卦？(繼續發錢啦！)
			
			"," 6/28","爆"
"438","
			
				[新聞] 不舒服坐博愛座 老伯中氣十足：妳70歲沒？
			
			"," 6/28","爆"
"439","
			
				Re: [新聞] 三院區40醫師？ 長庚急診爆出走潮(發錢)
			
			"," 6/28","爆"
"440","
			
				[新聞] 為兄報仇！他殺130名IS份子　怒砍50人頭
			
			"," 6/29","爆"
"441","
			
				[新聞] 公公勸架　卻遭媳婦捏爆睪丸身亡
			
			"," 6/29","爆"
"442","
			
				[新聞] 柯P嗆流浪狗「你怎麼這麼胖」　當一日遛
			
			"," 6/29","爆"
"443","
			
				[新聞] AI人才不回台灣　杜奕瑾：因為薪資低到世
			
			"," 6/29","爆"
"444","
			
				道歉聲明
			
			"," 6/29","爆"
"445","
			
				Re: [新聞] 好賺？台灣醫生薪水曝光　入行穩破百...
			
			"," 6/29","爆"
"446","
			
				[爆卦] 關於昨天的暗黑3 今日官方已回應了
			
			"," 6/29","爆"
"447","
			
				[新聞] 對台政策轉彎 美參院通過讓美海軍例行停
			
			"," 6/29","爆"
"448","
			
				[新聞] 遠雄新北建案爆舞弊　市府議會遭搜索
			
			"," 6/29","爆"
"449","
			
				[ＦＢ] 柯文哲：宜居永續臺北城
			
			"," 6/29","爆"
"450","
			
				[新聞]大船要進港了!美參議院通過船艦停泊台灣
			
			"," 6/29","爆"
"451","
			
				[新聞]國防部證實第四軍種將成軍首任指揮官馬英
			
			"," 6/29","爆"
"452","
			
				[爆卦] 阿媽的酸梅湯
			
			"," 6/29","爆"
"453","
			
				[新聞] 恭喜！江宏傑升格當爸 貼文感謝福原愛
			
			"," 6/29","爆"
"454","
			
				[ＦＢ] 長庚被離職急診室主管 盧彥哲醫師 的回應
			
			"," 6/29","爆"
"455","
			
				[爆卦] 美國又要幫台灣立法了
			
			"," 6/29","爆"
"456","
			
				[新聞] 趙藤雄涉弊遭約談　柯Ｐ：就算是真的也
			
			"," 6/29","爆"
"457","
			
				[新聞] 貓的報仇！12生肖熱鬥再對決　千年順位將
			
			"," 6/29","爆"
"458","
			
				[爆卦] 朱立倫是台灣麥特戴蒙!!?
			
			"," 6/29","爆"
"459","
			
				[新聞] 老婆我出門買包菸！墨西哥球迷直奔機場隔
			
			"," 6/29","爆"
"460","
			
				[新聞] 美參院准軍艦停靠台灣中國外交部生氣了
			
			"," 6/29","爆"
"461","
			
				Re: [問卦] 有沒有Dcard進攻PTT的八卦？
			
			"," 6/29","爆"
"462","
			
				Re: [問卦] 美國軍艦如果停台灣港口，會發生什麼事？
			
			"," 6/29","爆"
"463","
			
				[ＦＢ] 林淑芬：新竹新豐海岸線劇毒
			
			"," 6/29","爆"
"464","
			
				[ＦＢ] 幫燿華死亡員工的父母集氣
			
			"," 6/29","爆"
"465","
			
				[爆卦] 梁文傑是最垃圾的中國人
			
			"," 6/30","爆"
"466","
			
				[新聞]長庚急診醫離職潮　驚傳擴大至3院區41人
			
			"," 6/30","爆"
"467","
			
				[問卦] 台灣最毒的寄生蟲為何
			
			"," 6/30","爆"
"468","
			
				[新聞] 美艦停靠台灣?陸媒:派戰機飛越台灣 對台
			
			"," 6/30","爆"
"469","
			
				Re: [新聞] 日本人來台花的少?!台日觀光逆差竟差千億
			
			"," 6/30","爆"
"470","
			
				[新聞] 新北爆遠雄弊案 柯：還是長官的態度..
			
			"," 6/30","爆"
"471","
			
				[新聞] 再轟前瞻計畫　柯Ｐ下戰帖要中央不服來辯
			
			"," 6/30","爆"
"472","
			
				[新聞] 快訊/涉行賄、掏空！ 趙藤雄、議員周勝考糟聲押
			
			"," 6/30","爆"
"473","
			
				[新聞] 抗議美對台軍售 陸駐美大使:美國屢教不改
			
			"," 6/30","爆"
"474","
			
				[新聞] 批前瞻軌道建設 柯文哲向林全下辯論戰帖
			
			"," 6/30","爆"
"475","
			
				[新聞] 柯P妙喻「白飯說」急診虧本還是得辦
			
			"," 6/30","爆"
"476","
			
				Re: [新聞] 柯文哲提前瞻辯論 行政院：弄懂再來
			
			"," 6/30","爆"
"477","
			
				[ＦＢ] 洪慈庸:勞動部承諾完成的「違法雇主查詢
			
			"," 6/30","爆"
"478","
			
				[爆卦] 不只丟鞋 反年改還打算丟大便
			
			"," 6/30","爆"
"479","
			
				[新聞] 年改三法全三讀  蔡英文：改革的承諾我做
			
			"," 6/30","爆"
"480","
			
				[新聞] 蔡英文：國庫省下1.4兆　年金破產不再是
			
			"," 6/30","爆"
"481","
			
				[新聞] 郭台銘專機副駕駛　29日晚遭深圳邊防抓走
			
			"," 6/30","爆"
"482","
			
				[問卦] 天涯台板一直說台灣跪舔美日....
			
			"," 6/30","爆"
"483","
			
				[新聞] Ａ濫嗆汪小菲「你叫大Ｓ靠北習近平看看」
			
			"," 6/30","爆"
"484","
			
				[爆卦] 遼寧號最快今晚就可能進入台灣海峽
			
			"," 6/30","爆"
"485","
			
				[新聞] 郭董私人飛機副駕駛被中國抓走 鴻海：查
			
			"," 6/30","爆"
"486","
			
				[新聞] 也莫名遭免職　長庚骨科權威陳文哲：院
			
			"," 6/30","爆"
"487","
			
				Re: [新聞] 蟑螂「密室溺死」酸梅湯封膜杯　整杯喝完
			
			"," 6/30","爆"
"488","
			
				Re: [新聞] PTT仇女教徒名單流出 她見男友在列崩
			
			"," 6/30","爆"
"489","
			
				Re: [問卦] 天涯台板一直說台灣跪舔美日....
			
			"," 6/30","爆"
"490","
			
				[新聞] 直接否定《中英聲明》　陸外交部：只是歷
			
			"," 6/30","爆"
"491","
			
				[新聞] 經濟學人「靠關係才能賺錢」指數：台灣超
			
			"," 6/30","爆"
"492","
			
				[新聞] 1hr自慰掐奶片瘋傳　泰國22歲名模鬆口：3
			
			"," 6/30","爆"
"493","
			
				Re: [問卦] 台灣開放香港移民會讓中國崩潰嗎？
			
			"," 6/30","爆"
"494","
			
				[新聞] 中英聲明就是一張紙？　英外交部駁斥：
			
			"," 6/30","爆"
"495","
			
				Re: [新聞] 直接否定《中英聲明》　陸外交部：只
			
			"," 6/30","爆"
"496","
			
				Re: [問卦] chenglap怎麼懂那麼多東西!?
			
			"," 7/01","爆"
"497","
			
				[問卦] 中國的微博是發生什麼大事了嗎？
			
			"," 7/01","爆"
"498","
			
				[新聞] 洛城男挑釁警「射我啊」　遭警當街擊斃
			
			"," 7/01","爆"
"499","
			
				[新聞] 急攔36輛大型重機　警開單後全數拖吊
			
			"," 7/01","爆"
"500","
			
				Re: [新聞] 快訊／台北60重機先鋒隊「夜衝國道」　騎
			
			"," 7/01","爆"
"501","
			
				Re: [問卦] 妹妹廢文名單大公開！
			
			"," 7/01","爆"
"502","
			
				Re: [新聞] 直接否定《中英聲明》　陸外交部：只是歷
			
			"," 7/01","爆"
"503","
			
				[新聞] 輕熟女罹癌求分手 男剃光頭作伴「到妳60
			
			"," 7/01","爆"
"504","
			
				[新聞] 遠雄創辦人趙藤雄、新北議員周勝考收押
			
			"," 7/01","爆"
"505","
			
				[新聞] 立法院換地案失敗　柯Ｐ：國民黨為反對而反對
			
			"," 7/01","爆"
"506","
			
				[爆卦] 趙藤雄、周勝考被羈押啦
			
			"," 7/01","爆"
"507","
			
				[新聞] 遠雄案走漏風聲 廉政官參訪變搜索
			
			"," 7/01","爆"
"508","
			
				[ＦＢ] 黃國昌  一國兩制＊兩岸和平協議
			
			"," 7/01","爆"
"509","
			
				[問卦] 會說哪個詞才是台灣人
			
			"," 7/01","爆"
"510","
			
				[ＦＢ] 柯文哲：急診塞爆的根本原因
			
			"," 7/01","爆"
"511","
			
				[問卦] 重機被拖吊是不是活該？
			
			"," 7/01","爆"
"512","
			
				Re: [問卦] 中國的支付寶好用還是台灣的悠遊卡厲害呢
			
			"," 7/01","爆"
"513","
			
				[新聞] 無間道！臥底台警瓦解販毒集團 一度被判1
			
			"," 7/02","爆"
"514","
			
				Re: [問卦] 請問重機是怎麼惹到大眾的？
			
			"," 7/02","爆"
"515","
			
				[問卦] 中文剌青要剌什麼？
			
			"," 7/02","爆"
"516","
			
				[新聞] 大巨蛋公安涉放水 台建中心前CEO交保
			
			"," 7/02","爆"
"517","
			
				Re: [問卦] 馬雅文明滅亡真正原因到底要聽誰的
			
			"," 7/02","爆"
"518","
			
				[新聞] 送習近平愛將手電筒 中國鄉民狂酸柯P
			
			"," 7/02","爆"
"519","
			
				[新聞] 谷歌地圖新城礦區　竟出現「缺德阿東的
			
			"," 7/02","爆"
"520","
			
				Re: [新聞] MOD協商不成　豪華套餐頻道大減引爆網友
			
			"," 7/02","爆"
"521","
			
				[ＦＢ] 黃國昌_關於處理「前瞻基礎建設條例」
			
			"," 7/02","爆"
"522","
			
				Re: [新聞] 大爆料！長庚風暴真正源頭 少數醫師作為
			
			"," 7/02","爆"
"523","
			
				[爆卦] 英國SAS特勤隊以刺刀衝鋒幹爆30名IS
			
			"," 7/02","爆"
"524","
			
				Re: [問卦] 為何前瞻計畫軌道建設被狗幹?
			
			"," 7/03","爆"
"525","
			
				[爆卦](發P幣)3分鐘解讀前瞻軌道建設研究報告(6)
			
			"," 7/03","爆"
"526","
			
				[新聞] 募兵制是錯的！　美官員：台灣應恢復徵兵
			
			"," 7/03","爆"
"527","
			
				[問卦] 喜歡的女生說平常沒有在用line?
			
			"," 7/03","爆"
"528","
			
				[新聞] 中印邊境衝突 印度軍方:已準備好戰爭
			
			"," 7/03","爆"
"529","
			
				[新聞] 「靠北！」他在機車這藏暗器　一喬車就
			
			"," 7/03","爆"
"530","
			
				Re: [新聞] 陸媒看武統台灣5萬人登陸就結束
			
			"," 7/03","爆"
"531","
			
				[新聞] 再砍！退休軍公教子女教育補助縮水　政院
			
			"," 7/03","爆"
"532","
			
				[新聞] 香港6萬人抗議 習近平警告：學生需愛國教
			
			"," 7/03","爆"
"533","
			
				[新聞] 陸第二家共享單車倒閉原因：車全被偷光了
			
			"," 7/03","爆"
"534","
			
				[問卦] 邱淑貞全盛時期放到今天也算正妹嗎
			
			"," 7/03","爆"
"535","
			
				[問卦] 現代戰爭的登陸戰有多可怕?
			
			"," 7/03","爆"
"536","
			
				[問卦] 有沒有戰女官方偏心的八卦?
			
			"," 7/03","爆"
"537","
			
				[爆卦] 支付命令兩週年，感謝八卦版眾聲援
			
			"," 7/03","爆"
"538","
			
				[爆卦] MOMO購物網標錯價啦
			
			"," 7/03","爆"
"539","
			
				[新聞] 陸：印度這次越界 性質非常嚴重
			
			"," 7/03","爆"
"540","
			
				[新聞]一例一休沒蜜月期　北市：申訴案優先勞檢
			
			"," 7/04","爆"
"541","
			
				[新聞] 高中歷史課綱重大變革 中國史內容縮減
			
			"," 7/04","爆"
"542","
			
				[新聞] 台南國中女嘿咻10男！自拍性愛影片外流…
			
			"," 7/04","爆"
"543","
			
				[新聞] 北大教授畢業典禮文章火速被下架
			
			"," 7/04","爆"
"544","
			
				[問卦] 上站次數顏色的八卦?
			
			"," 7/04","爆"
"545","
			
				[新聞] 砲火猛烈　黃國昌轟前瞻計畫抄馬政府報告
			
			"," 7/04","爆"
"546","
			
				[新聞] 前瞻抄前朝報告 黃國昌:連標點符號都一樣
			
			"," 7/04","爆"
"547","
			
				[新聞] 小英前瞻報告抄馬？黃國昌：每字包括標點
			
			"," 7/04","爆"
"548","
			
				[新聞] 舉債怎麼還？主計長語塞、林全著作自打臉
			
			"," 7/04","爆"
"549","
			
				[新聞] 拉下鐵門 高雄又倒了一家大型陸客珠寶店
			
			"," 7/04","爆"
"550","
			
				Re: [問卦] 第一個發現人血有分型號的人的八卦？
			
			"," 7/04","爆"
