"","dates","titles","push","id"
"1",2017-12-13,"[問卦] 日軍在台灣有多少戰犯?",4,"M.1513153507.A.039"
"2",2017-12-13,"[問卦] 請問孤單北半球的作詞者是不是文組?",-5,"M.1513153511.A.D29"
"3",2017-12-13,"Re: [問卦] 屍體灌水泥藏牆壁是最好的方法嗎？",5,"M.1513153534.A.E44"
"4",2017-12-13,"[新聞] 何守正兩個姊姊護航扯婆媳　「他」戳破",22,"M.1513153536.A.B3E"
"5",2017-12-13,"[新聞] 中共戰機「繞島巡航」 紅筆畫出「台灣山",-15,"M.1513153547.A.86A"
"6",2017-12-13,"[新聞] 馬英九創先例！ 親赴北檢狀告檢方洩密",206,"M.1513153586.A.0B9"
"7",2017-12-13,"[新聞] 菲律賓狗展慘劇！40隻塞貨車　到現場30",19,"M.1513153677.A.743"
"8",2017-12-13,"[問卦] 肥宅也該交女友了吧？",-3,"M.1513153701.A.4FB"
"9",2017-12-13,"Re: [新聞] 中共戰機「繞島巡航」 紅筆畫出「台灣山",-1,"M.1513153709.A.EA6"
"10",2017-12-13,"[新聞] 有意願沒贏面 綠坐山觀虎鬥",-3,"M.1513153754.A.4F9"
"11",2017-12-13,"[問卦] 最熱血運動漫畫的八卦（雷排球",8,"M.1513153755.A.372"
"12",2017-12-13,"[問卦] 人森D槽時",3,"M.1513153789.A.806"
"13",2017-12-13,"Re: [問卦] 台大工管是不是很低調?",-2,"M.1513153843.A.889"
"14",2017-12-13,"[問卦] 多元成家是新北人提的嗎？",1,"M.1513153852.A.544"
"15",2017-12-13,"[問卦] 余祥銓 vs 何守正 (幾幾波 ?",23,"M.1513153863.A.A88"
"16",2017-12-13,"[新聞] 坐飛機狠咬隔壁乘客　狂男連同機醫生也",34,"M.1513153912.A.018"
"17",2017-12-13,"Re: [問卦] 檳榔攤變少了？",3,"M.1513153974.A.19B"
"18",2017-12-13,"[問卦] 日本小學生的大腿是不是好可愛？",-4,"M.1513153976.A.5FA"
"19",2017-12-13,"Re: [問卦] 台灣的法官敢表明自己身分嗎？",5,"M.1513153991.A.E0C"
"20",2017-12-13,"Re: [新聞] 郭正亮：公投世界咋舌低門檻 是新政府的",3,"M.1513154045.A.9C8"
"21",2017-12-13,"Re: [新聞] 何守正兩個姊姊護航扯婆媳　「他」戳破",-7,"M.1513154081.A.F5F"
"22",2017-12-13,"Re: [問卦] 檳榔攤變少了？",3,"M.1513154099.A.956"
"23",2017-12-13,"Re: [問卦] 在麥當勞工作到底能學到什麼?",3,"M.1513154109.A.F02"
"24",2017-12-13,"[問卦] 韓瑜 柯以柔 小嫻 艾莉絲那個你可以?",25,"M.1513154131.A.E3E"
"25",2017-12-13,"[新聞] 左想拚議員右想選立委　陳致中評估中",3,"M.1513154162.A.4C9"
"26",2017-12-13,"Re: [新聞] 何守正兩個姊姊護航扯婆媳　「他」戳破",10,"M.1513154179.A.DB8"
"27",2017-12-13,"[問卦] 幾歲之後就沒拿過壓歲錢？",10,"M.1513154185.A.72A"
"28",2017-12-13,"[新聞] 繞島巡航文宣戰 國防部應硬起來",-1,"M.1513154232.A.8B8"
"29",2017-12-13,"Re: [ＦＢ] 7、8年級，時間到下班，下班不看LINE",0,"M.1513154238.A.AFE"
"30",2017-12-13,"[問卦] 上課想睡覺幹嘛還硬撐？",2,"M.1513154257.A.34A"
"31",2017-12-13,"Re: [問卦] 日本小學生的大腿是不是好可愛？",1,"M.1513154277.A.913"
"32",2017-12-13,"Re: [問卦] 甲甲交男友超容易",6,"M.1513154344.A.5E4"
"33",2017-12-13,"Re: [問卦] 台灣的法官敢表明自己身分嗎？",5,"M.1513154369.A.EC6"
"34",2017-12-13,"[新聞] 爽領鉅額補償金 老農一夕致富變土豪",6,"M.1513154383.A.AAA"
"35",2017-12-13,"[問卦] 驚！！得男性女乳症怎麼辦？？",9,"M.1513154419.A.584"
"36",2017-12-13,"[問卦] 體檢報告要我打疫苗",7,"M.1513154455.A.4E8"
"37",2017-12-13,"[問卦] 有沒有反甲其實是沈默多數的卦？",9,"M.1513154468.A.D20"
"38",2017-12-13,"Re: [問卦] 台灣的法官敢表明自己身分嗎？",1,"M.1513154565.A.957"
"39",2017-12-13,"[問卦] 不過問朋友ptt帳號是不是鄉民的默契？",-6,"M.1513154587.A.6C8"
"40",2017-12-13,"[ＦＢ] 公民廟口-立委在做天在看",8,"M.1513154598.A.3AD"
"41",2017-12-13,"Re: [問卦] 認真問 男生有什麼購物慾？",-3,"M.1513154675.A.9AD"
"42",2017-12-13,"Re: [新聞] 何守正兩個姊姊護航扯婆媳　「他」戳",6,"M.1513154683.A.999"
"43",2017-12-13,"[問卦] 幹為啥我的高鐵變成直達南港??",8,"M.1513154711.A.9AD"
"44",2017-12-13,"[新聞] 安定力量推動罷昌  發下豪語盼同意票上看",-15,"M.1513154714.A.AF3"
"45",2017-12-13,"[新聞] 這間涼麵「姓陳的」都免費！　網友暴動了",12,"M.1513154856.A.545"
"46",2017-12-13,"[問卦] 把全鬼島勞工打包一次賣給老闆要賣多少 ?",3,"M.1513154881.A.C0E"
"47",2017-12-13,"[問卦] 有辦法找到FB密碼嗎",-1,"M.1513154904.A.7BE"
"48",2017-12-13,"Re: [新聞] 郭正亮：公投世界咋舌低門檻 是新政府的",178,"M.1513154954.A.7CC"
"49",2017-12-13,"[問卦] 樂團都是怎麼編管弦的r?",3,"M.1513155072.A.5FB"
"50",2017-12-13,"[問卦] 對不懂的人用英文在想什麼？",1,"M.1513155092.A.4A5"
"51",2017-12-13,"[問卦] 要怎麼阻止中國的崛起",6,"M.1513155108.A.482"
"52",2017-12-13,"Re: [問卦] 日軍在台灣有多少戰犯?",0,"M.1513155133.A.910"
"53",2017-12-13,"[新聞] 中日戰機激烈對峙 難拍攝只推定",2,"M.1513155142.A.BA1"
"54",2017-12-13,"Re: [新聞] 這間涼麵「姓陳的」都免費！　網友暴動了",4,"M.1513155151.A.40B"
"55",2017-12-13,"Re: [問卦] 日治時代台灣是最美好的時代嗎？",2,"M.1513155171.A.8A5"
"56",2017-12-13,"[問卦] 沒錢又不帥，怎麼交女友？",7,"M.1513155229.A.49F"
"57",2017-12-13,"[問卦] 為何血壓不用奈米汞柱？",3,"M.1513155275.A.999"
"58",2017-12-13,"[問卦] 想炒飯了怎麼辦？",6,"M.1513155284.A.5D9"
"59",2017-12-13,"[問卦] 八卦版目前是支持死刑還是廢死啊",16,"M.1513155304.A.6F9"
"60",2017-12-13,"[問卦] 明天要去陰間了該怎麼辦",1,"M.1513155327.A.7E8"
"61",2017-12-13,"Re: [新聞] 馬英九創先例！ 親赴北檢狀告檢方洩密",6,"M.1513155354.A.73A"
"62",2017-12-13,"Re: [新聞] 三中案影射有罪 馬英九北檢告檢方洩密",0,"M.1513155386.A.A73"
"63",2017-12-13,"[新聞] 行人違規過馬路被撞成植物人 家屬向機車",0,"M.1513155402.A.5D7"
"64",2017-12-13,"[新聞] 胡佛：兩岸統一是最高的道德",-50,"M.1513155462.A.664"
"65",2017-12-13,"[問卦] 處女跟處男哪個比較丟臉",4,"M.1513155493.A.F8E"
"66",2017-12-13,"[問卦] 有沒有101旁邊那座指甲剪的八卦",15,"M.1513155554.A.2CC"
"67",2017-12-13,"[新聞] 任天堂奮起！Nintendo Switch銷售突破100",16,"M.1513155608.A.285"
"68",2017-12-13,"[新聞] 男童哭喊被霸凌…遭爆狂叫同學黑鬼 母還",89,"M.1513155614.A.405"
"69",2017-12-13,"[問卦] 有沒有哈利波特其實沒想像中的紅的八卦",23,"M.1513155666.A.3D6"
"70",2017-12-13,"[新聞] 挺昌募款小物成本過高挨告　時力：感謝",27,"M.1513155750.A.A26"
