"","dates","titles","push","id"
"1",2017-08-01,"[問卦] 台灣人的記憶到底有多久",7,"M.1501557399.A.220"
"2",2017-08-01,"[問卦] 怎麼證明和差化積",6,"M.1501557423.A.4A2"
"3",2017-08-01,"Re: [新聞] 屏縣鹽埔鄉長葉明博 當選無效定讞",6,"M.1501557433.A.AF6"
"4",2017-08-01,"Re: [問卦] NBA跟MLB哪個比較多人看",15,"M.1501557499.A.F91"
"5",2017-08-01,"[問卦] 如果讓HOW哥來業配戰女",4,"M.1501557524.A.C14"
"6",2017-08-01,"[問卦] 怎麼版上都沒有聖結石的文章？",-5,"M.1501557535.A.FB5"
"7",2017-08-01,"[問卦] 金融風暴快來了嗎？",3,"M.1501557546.A.D8D"
"8",2017-08-01,"[新聞] 習近平恫嚇：不容任何政黨把中國領土分",85,"M.1501557562.A.352"
"9",2017-08-01,"[問卦] 這葛社會真的賺錢第一麻?",6,"M.1501557569.A.D4C"
"10",2017-08-01,"Re: [新聞] 限電危機 超商百貨低於26度要罰",5,"M.1501557599.A.5D5"
"11",2017-08-01,"Re: [新聞] 毀壞語言則滅其族/新疆校園9月全面禁止",-4,"M.1501557645.A.508"
"12",2017-08-01,"Re: [問卦] 停班被上班無法可罰 冷氣開太冷要罰？",2,"M.1501557654.A.240"
"13",2017-08-01,"[問卦] 有沒有席曼寧的八卦",9,"M.1501557656.A.A18"
"14",2017-08-01,"Re: [新聞] 姦殺3歲女童男子遭當眾鞭刑槍斃 民眾歡呼",7,"M.1501557690.A.9A2"
"15",2017-08-01,"[問卦] 太多太多遊戲 只是為了好奇",4,"M.1501557736.A.C6C"
"16",2017-08-01,"Re: [問卦] PTT帳號會成為傳家寶嗎？",0,"M.1501557748.A.D70"
"17",2017-08-01,"[問卦] 半島鐵盒的MV根本就鬼片吧?",3,"M.1501557792.A.A98"
"18",2017-08-01,"[爆卦] 只要加入金融幫 保證平均年薪五百萬",9,"M.1501557805.A.121"
"19",2017-08-01,"[ＦＢ] 王炳忠:我7/23時沒有參加宗教嘉年華",-10,"M.1501557862.A.F30"
"20",2017-08-01,"Re: [問卦] 怎麼版上都沒有聖結石的文章？",-1,"M.1501557868.A.3D7"
"21",2017-08-01,"Re: [新聞] 蔡英文原民道歉周年 蘭嶼：核廢遷出前拒",1,"M.1501557878.A.018"
"22",2017-08-01,"[問卦] 大家都說創業難，為何店面還是多？",5,"M.1501557892.A.512"
"23",2017-08-01,"[問卦] 有沒有德國式工業大學的八卦?",3,"M.1501557905.A.445"
"24",2017-08-01,"[問卦]  貓貓被抱抱的時候在想什摸？",35,"M.1501557909.A.28A"
"25",2017-08-01,"Re: [問卦] 有沒有變胖的方法",1,"M.1501557909.A.355"
"26",2017-08-01,"[新聞] 機器人自創語言彼此溝通？傳臉書中斷實驗",7,"M.1501557911.A.664"
"27",2017-08-01,"[問卦] 拔智齒感覺怎麼樣",17,"M.1501557926.A.CF3"
"28",2017-08-01,"[爆卦] 政黑版皇時代再次來臨(政黑搞戒嚴囉)",-21,"M.1501557965.A.C18"
"29",2017-08-01,"[問卦] 什麼是狗奶?",2,"M.1501557978.A.DD2"
"30",2017-08-01,"[新聞] 青年署推「青年創業家見習計畫」津貼時薪",-4,"M.1501558041.A.F66"
"31",2017-08-01,"Re: [新聞] 華航罷工、長榮航集體請假 立委擬修法解",2,"M.1501558045.A.279"
"32",2017-08-01,"Re: [新聞] 習近平恫嚇：不容任何政黨把中國領土分",0,"M.1501558051.A.40F"
"33",2017-08-01,"Re: [新聞] 國軍基層軍官大缺員　馮世寬下令上士可轉",1,"M.1501558058.A.D07"
"34",2017-08-01,"Re: [新聞] 華航罷工、長榮航集體請假 立委擬修法解",1,"M.1501558139.A.AAB"
"35",2017-08-01,"Re: [新聞] 機器人自創語言彼此溝通？傳臉書中斷實驗",0,"M.1501558150.A.415"
"36",2017-08-01,"Re: [新聞] 空姐集體請假，法務部：撤查有無煽惑犯罪",3,"M.1501558162.A.37E"
"37",2017-08-01,"[問卦] 七年級生當年最紅的遊戲是哪一款？",43,"M.1501558211.A.1DA"
"38",2017-08-01,"Re: [新聞] 姦殺3歲女童男子遭當眾鞭刑槍斃 民眾歡呼",5,"M.1501558230.A.6F5"
"39",2017-08-01,"[問卦] 睡覺地方不要在樑下的卦？",-3,"M.1501558239.A.638"
"40",2017-08-01,"Re: [新聞] 華航罷工、長榮航集體請假 立委擬修法解",-2,"M.1501558299.A.4CB"
"41",2017-08-01,"Re: [問卦] 為什麼女性反派比較少?",0,"M.1501558330.A.929"
"42",2017-08-01,"Re: [新聞] 華航罷工、長榮航集體請假 立委擬修法解",11,"M.1501558353.A.80D"
"43",2017-08-01,"[問卦] 高雄氣爆三周年",16,"M.1501558365.A.1EC"
"44",2017-08-01,"[問卦] 台灣電子發票的掛？",-1,"M.1501558397.A.23E"
"45",2017-08-01,"Re: [新聞] 林全：電廠若有狀況 就可能限電",21,"M.1501558404.A.8FB"
"46",2017-08-01,"Re: [問卦]北捷沒日語廣播??",3,"M.1501558433.A.3D8"
"47",2017-08-01,"Re: [新聞] 機器人自創語言彼此溝通？傳臉書中斷實驗",2,"M.1501558492.A.2CE"
"48",2017-08-01,"Re: [新聞] 姦殺3歲女童男子遭當眾鞭刑槍斃 民眾歡呼",2,"M.1501558521.A.AEA"
"49",2017-08-01,"[問卦] 片要怎麼拍才能宣傳好世大運？",9,"M.1501558563.A.FB1"
"50",2017-08-01,"[問卦] 穴丼<U+263A>  ",-9,"M.1501558595.A.9C1"
"51",2017-08-01,"Re: [問卦] 睡覺地方不要在樑下的卦？",-1,"M.1501558604.A.6EE"
"52",2017-08-01,"[新聞] 下午1到3時不開冷氣　柯Ｐ：要叫大家躲去",422,"M.1501558614.A.B6E"
"53",2017-08-01,"[問卦] 畢旅",-1,"M.1501558634.A.985"
"54",2017-08-01,"[問卦] 眾板友住家附近的韓式料理店生意好嗎??",4,"M.1501558647.A.558"
"55",2017-08-01,"Re: [新聞] 下午1到3時不開冷氣　柯Ｐ：要叫大家躲去",4,"M.1501558740.A.C51"
"56",2017-08-01,"[問卦] 樓下有人按電鈴說他派出所一直跳針我該?",24,"M.1501558763.A.21A"
"57",2017-08-01,"[ＦＢ] 阿滴談清流youtuber",1,"M.1501558775.A.410"
"58",2017-08-01,"[新聞] 道路施工…陸女竟被壓路機輾過　全身碎成",50,"M.1501558781.A.E02"
"59",2017-08-01,"Re: [問卦] 覺青這個詞是不是充滿貶義?",-1,"M.1501558787.A.465"
"60",2017-08-01,"Re: [問卦] 蜂蜜到底怎麼挑選?",-3,"M.1501558790.A.78F"
"61",2017-08-01,"[新聞] 激像！「最正畢業生」險被誤為AV女優",-8,"M.1501558860.A.BBD"
"62",2017-08-01,"[問卦] 小遊戲之王 皮卡丘打排球vs小朋友齊打交",4,"M.1501558861.A.714"
"63",2017-08-01,"Re: [新聞] 林全：電廠若有狀況 就可能限電",0,"M.1501558862.A.54B"
"64",2017-08-01,"[新聞] 3度硬上檳榔西施稱 男手汗滴胸罩露餡",8,"M.1501558864.A.09C"
"65",2017-08-01,"[問卦] 有沒有北上廣的八卦?",5,"M.1501558901.A.F27"
"66",2017-08-01,"Re: [問卦] 眾板友住家附近的韓式料理店生意好嗎??",1,"M.1501558928.A.EE4"
"67",2017-08-01,"[新聞] 大陸治安好 逾60萬外國人居留",-25,"M.1501558961.A.C9F"
"68",2017-08-01,"[問卦] 限電改叫節電  缺電該叫什麼?",5,"M.1501558963.A.626"
"69",2017-08-01,"[新聞] 林右昌花公帑 多次出訪日本",-5,"M.1501558986.A.3DC"
"70",2017-08-01,"[新聞] 「每月2次啪啪啪」民代助理吃定單親媽　",0,"M.1501558995.A.E08"
"71",2017-08-01,"[爆卦] ......張振聲的近況和怎麼過一天？......",77,"M.1501559000.A.169"
"72",2017-08-01,"[新聞] 和平電塔倒塌是天災 游梓翔:弄壞兩岸和平",-4,"M.1501559006.A.EDD"
"73",2017-08-01,"Re: [爆卦] 政黑版皇時代再次來臨(政黑搞戒嚴囉)",4,"M.1501559030.A.45F"
"74",2017-08-01,"Re: [新聞] 停吹冷氣2小時 列入考評",2,"M.1501559041.A.672"
"75",2017-08-01,"Re: [新聞] 限電危機 超商百貨低於26度要罰",2,"M.1501559043.A.D6C"
"76",2017-08-01,"[問卦] 已被攻陷的八卦？",1,"M.1501559048.A.C47"
"77",2017-08-01,"[問卦] 張宇 張信哲 任賢齊 誰當年最紅",6,"M.1501559082.A.1A6"
"78",2017-08-01,"[問卦] 被Skype私訊罵貝戈戈跟去死該ㄗㄣˇㄇㄛ",147,"M.1501559108.A.68C"
"79",2017-08-01,"[新聞] 無薪假人數一年半以來新高 勞部：因個案",7,"M.1501559108.A.6A9"
"80",2017-08-01,"[新聞] 政院指示中午關冷氣北市不從 P：奇怪的",159,"M.1501559140.A.D06"
"81",2017-08-01,"Re: [新聞] 3重機凌晨硬闖雪隧 自稱「革命者」爭路權",-25,"M.1501559151.A.81A"
"82",2017-08-01,"Re: [問卦] 認真問，手機版ptt哪個最好？",7,"M.1501559153.A.D23"
"83",2017-08-01,"Re: [新聞] 華航罷工、長榮航集體請假 立委擬修法解",7,"M.1501559166.A.5B5"
"84",2017-08-01,"Re: [問卦] 拔智齒感覺怎麼樣",0,"M.1501559257.A.30A"
"85",2017-08-01,"Re: [問卦] PTT的流星街在哪個板？<U+2666>",0,"M.1501559262.A.614"
"86",2017-08-01,"Re: [新聞] 華航罷工、長榮航集體請假 立委擬修法解",1,"M.1501559269.A.A7E"
"87",2017-08-01,"[新聞] 省電時間加碼！林全盼11點至12點也關冷氣",-119,"M.1501559269.A.E41"
"88",2017-08-01,"[新聞] 習近平稱中國建立世界和平　不允許分裂",-45,"M.1501559280.A.F2E"
"89",2017-08-01,"[問卦] 如何抓出在電梯放屁的人?",1,"M.1501559287.A.BB4"
"90",2017-08-01,"Re: [問卦] 拔智齒感覺怎麼樣",1,"M.1501559329.A.EB9"
"91",2017-08-01,"[問卦] 到底為啥不能學國外上國道?",5,"M.1501559392.A.8E5"
"92",2017-08-01,"[新聞] 嘉義衛生局長遭免職 公開信曝涂醒哲8大施",68,"M.1501559407.A.F98"
"93",2017-08-01,"Re: [問卦] 如何抓出在電梯放屁的人?",4,"M.1501559471.A.AA9"
"94",2017-08-01,"Re: [問卦] 樓下有人按電鈴說他派出所一直跳針我該?",2,"M.1501559488.A.F5B"
"95",2017-08-01,"Re: [問卦] 覺青這個詞是不是充滿貶義?",-5,"M.1501559545.A.99D"
"96",2017-08-01,"Re: [問卦]北捷沒日語廣播??",1,"M.1501559558.A.1BD"
"97",2017-08-01,"Re: [新聞] 省電時間加碼！林全盼11點至12點也關冷氣",5,"M.1501559602.A.84B"
"98",2017-08-01,"Re: [新聞] 習近平恫嚇：不容任何政黨把中國領土分",3,"M.1501559611.A.0FA"
"99",2017-08-01,"[問卦] PTT的版皇是不是越來越多啦?",11,"M.1501559616.A.E19"
"100",2017-08-01,"[新聞] 糗了！竹山警方錯認博士生是逃逸外勞 還",223,"M.1501559699.A.68A"
