"","dates","titles","push","id"
"1",2017-08-11,"[問卦] 干你屁事?",-3,"M.1502439902.A.6F4"
"2",2017-08-11,"[問卦] 這個人是誰",-1,"M.1502439913.A.6DF"
"3",2017-08-11,"[問卦] 全世界中肯德基>麥當勞的有哪些國家",33,"M.1502439946.A.1D1"
"4",2017-08-11,"Re: [問卦] 核四的風向變了嗎",-6,"M.1502439949.A.9F4"
"5",2017-08-11,"[新聞] 「民進黨台北市輸也要推人」王世堅批柯文",-5,"M.1502439950.A.968"
"6",2017-08-11,"Re: [問卦] 有人跟客家人借錢成功過嗎？",4,"M.1502439968.A.127"
"7",2017-08-11,"Re: [問卦] 日本本州怎麼看蝦夷和琉球人？",12,"M.1502440031.A.45B"
"8",2017-08-11,"Re: [新聞] 拉麵店拒孕婦插隊「解壓縮」 惹惱女權被",5,"M.1502440035.A.504"
"9",2017-08-11,"Re: [問卦] 會去做直播的女生有什麼共通點嗎？",0,"M.1502440064.A.C6D"
"10",2017-08-11,"Re: [問卦] 我是不是覺醒了",-1,"M.1502440075.A.78A"
"11",2017-08-11,"[問卦] 會把ptt梗用在生活中的是哪種人？",1,"M.1502440113.A.BED"
"12",2017-08-11,"[問卦] 出張嘴最會",0,"M.1502440156.A.495"
"13",2017-08-11,"Re: [爆卦] 本日台電再度亮紅燈",1,"M.1502440235.A.25D"
"14",2017-08-11,"[問卦] 東芝賣夏普給郭董了 記憶體為啥還要協商?",19,"M.1502440240.A.91F"
"15",2017-08-11,"Re: [新聞] 拉麵店拒孕婦插隊「解壓縮」 惹惱女權被",-1,"M.1502440276.A.BE6"
"16",2017-08-11,"[問卦] 噓就是推的八卦",-5,"M.1502440291.A.583"
"17",2017-08-11,"Re: [新聞] F16飛官帶麻糬是要送師長　空軍：不會懲",9,"M.1502440374.A.F3A"
"18",2017-08-11,"Re: [爆卦] 打一天網球只要20 肉包行情要救台灣運動?",-7,"M.1502440421.A.97B"
"19",2017-08-11,"[ＦＢ] 郁慕明:新黨來帶團，到對岸去，看祖先留下來的",-4,"M.1502440440.A.56D"
"20",2017-08-11,"Re: [問卦] 女版是不是很鬆？",4,"M.1502440532.A.A34"
"21",2017-08-11,"[問卦] 妹妹穿我的四角褲還不肯<U+2665>",-5,"M.1502440622.A.6FF"
"22",2017-08-11,"[新聞] 小小瑜曬海邊「文青照」！傲人E奶快將白T",5,"M.1502440631.A.867"
"23",2017-08-11,"Re: [新聞] 「低結婚率」牽動「低生育率」　台灣麻",2,"M.1502440639.A.B40"
"24",2017-08-11,"Re: [新聞] 海外售票慘 王世堅：宣傳費2.4億只賣2千",12,"M.1502440665.A.BFC"
"25",2017-08-11,"Re: [新聞] 改回來了！世大運手冊地理名詞改回",5,"M.1502440681.A.15A"
"26",2017-08-11,"Re: [問卦] 火力發電廠蓋你家好不好?",3,"M.1502440690.A.B64"
"27",2017-08-11,"Re: [爆卦] 本日台電再度亮紅燈",2,"M.1502440746.A.BA2"
"28",2017-08-11,"Re: [問卦] 最慘淡的世大運?",2,"M.1502440763.A.796"
"29",2017-08-11,"[問卦] 被關門聲搞到快起肖了怎麼辦",7,"M.1502440812.A.AD2"
"30",2017-08-11,"Re: [問卦] 全世界中肯德基>麥當勞的有哪些國家",12,"M.1502440837.A.A81"
"31",2017-08-11,"[新聞] 有錢也不能霸佔海灘！加州法院勒令富豪解封沙灘",18,"M.1502440922.A.08D"
"32",2017-08-11,"[新聞] 印尼穆斯林抵制關公像 稱其侮辱伊斯蘭教",15,"M.1502440944.A.FB6"
"33",2017-08-11,"Re: [問卦] 最慘淡的世大運?",3,"M.1502440950.A.C2B"
"34",2017-08-11,"[新聞] 父母僅國中學歷 清貧生獲香港獎學金將留",5,"M.1502440957.A.217"
"35",2017-08-11,"[問卦] 有沒有聞腳的八卦？",3,"M.1502440964.A.835"
"36",2017-08-11,"[問卦] 高雄的街道蓋這麼大要幹嘛？",35,"M.1502440969.A.B43"
"37",2017-08-11,"[問卦] 日本的科技業怎麼會變這麼廢",26,"M.1502440987.A.2FF"
"38",2017-08-11,"Re: [新聞] 改回來了！世大運手冊地理名詞改回",8,"M.1502441043.A.C24"
"39",2017-08-11,"Re: [新聞] 日本核反應爐達1.2億度 2050前完成核融合",18,"M.1502441060.A.BCD"
"40",2017-08-11,"[問卦] 律師很好賺嗎?",1,"M.1502441075.A.1BF"
"41",2017-08-11,"[新聞] 夏日游泳池 竟被家長當成托兒所丟包小孩",9,"M.1502441098.A.D68"
"42",2017-08-11,"[新聞] 蔡英文：台灣勞工值得更好待遇　請產業",-167,"M.1502441114.A.BF0"
"43",2017-08-11,"[問卦] 火車到底是怎麼換鐵軌的啊？",48,"M.1502441117.A.6E4"
"44",2017-08-11,"[問卦] 大家拉過最長的屎有多長?",11,"M.1502441268.A.A00"
"45",2017-08-11,"Re: [問卦] 圖奇直播跟17直播那個比較厲害",3,"M.1502441329.A.51C"
"46",2017-08-11,"[新聞] 來電「你忘記我是誰嗎？」 男子險遭詐50",5,"M.1502441342.A.01B"
"47",2017-08-11,"[新聞] 扼殺感情的5個習慣　檢視自己是否躺著也",3,"M.1502441351.A.F77"
"48",2017-08-11,"[新聞] 被驗出漢堡細菌過高 韓麥當勞竟要求不得",0,"M.1502441396.A.11C"
"49",2017-08-11,"[新聞] 告發馬英九的翁炳堯 檢訊後限制住居",9,"M.1502441427.A.B65"
"50",2017-08-11,"[問卦] 女森月薪42k很高der八卦？",17,"M.1502441440.A.87E"
"51",2017-08-11,"Re: [問卦] 律師很好賺嗎?",6,"M.1502441441.A.629"
"52",2017-08-11,"Re: [新聞] 拉麵店拒孕婦插隊「解壓縮」 惹惱女權被",7,"M.1502441448.A.A6B"
"53",2017-08-11,"[問卦] 波特王&橙姑娘",-2,"M.1502441453.A.9CF"
"54",2017-08-11,"[新聞] 被豬屎臭薰到受不了 屏東佳冬賴家村民怒",11,"M.1502441541.A.2B6"
"55",2017-08-11,"[新聞] 中和又見拉屎怪客 水桶當馬桶用當街脫褲拉屎",17,"M.1502441633.A.74F"
"56",2017-08-11,"[問卦] 廢核挺綠能 中間能抽的利益大嗎？",9,"M.1502441647.A.19E"
"57",2017-08-11,"[新聞] 抓不到超稀有寶可夢 37歲男出手打附近玩",106,"M.1502441649.A.8C6"
"58",2017-08-11,"[新聞] 供電又亮紅燈 備轉容量率1.77%",17,"M.1502441692.A.6F2"
"59",2017-08-11,"[問卦] 全家的店到店客服忙線中",1,"M.1502441705.A.720"
"60",2017-08-11,"[新聞] 限電紅燈警報解除？ 今供電又見紅燈",14,"M.1502441741.A.58B"
"61",2017-08-11,"[問卦] 人的身體哪一處最臭？",12,"M.1502441774.A.E32"
"62",2017-08-11,"Re: [問卦] 女森月薪42k很高der八卦？",1,"M.1502441777.A.F00"
"63",2017-08-11,"[問卦] 9.2會在世大運時舉國旗嗎？",8,"M.1502441823.A.A7D"
"64",2017-08-11,"Re: [新聞] 「民進黨台北市輸也要推人」王世堅批柯文",9,"M.1502441845.A.622"
"65",2017-08-11,"Re: [新聞] 九寨溝地震 王丰：台應加強「兩岸是自己",-31,"M.1502441904.A.E08"
"66",2017-08-11,"Re: [新聞] 蔡英文：台灣勞工值得更好待遇　請產業",2,"M.1502441965.A.497"
"67",2017-08-11,"Re: [問卦] 為什麼理工男不受女生歡迎？",1,"M.1502442049.A.881"
"68",2017-08-11,"[問卦] 有沒有地震預測王的八卦?",7,"M.1502442098.A.FA0"
"69",2017-08-11,"[新聞]  法國反恐難題:車撞巡邏兵嫌犯無任何前<U+AC31>",6,"M.1502442136.A.3F6"
"70",2017-08-11,"[新聞] 新常態盯台獨 陸學者稱習慣就好",-8,"M.1502442247.A.941"
"71",2017-08-11,"[問卦] 9.2看到荷蘭在台打獨立戰爭 就跳針台獨?",2,"M.1502442270.A.EAB"
"72",2017-08-11,"Re: [爆卦] 打一天網球只要20 肉包行情要救台灣運動?",-15,"M.1502442326.A.B2B"
"73",2017-08-11,"Re: [問卦] <U+263A><U+263A><U+263A>對著月亮打手槍<U+263A><U+263A><U+263A>",0,"M.1502442333.A.C12"
"74",2017-08-11,"[問卦] 故意不打分類可以騙到很多回覆？",0,"M.1502442362.A.587"
"75",2017-08-11,"Re: [問卦] 為什麼理工男不受女生歡迎？",-1,"M.1502442396.A.5F2"
"76",2017-08-11,"[問卦] ptt 上的女神到底有幾個是正的",7,"M.1502442497.A.997"
"77",2017-08-11,"[新聞] 挺過少子化 東華大學指考招滿",13,"M.1502442507.A.73F"
"78",2017-08-11,"Re: [新聞] 拉麵店拒孕婦插隊「解壓縮」 惹惱女權被",21,"M.1502442522.A.2C6"
"79",2017-08-11,"[問卦] 為什麼韓國人這麼喜歡沙拉？",1,"M.1502442530.A.D56"
"80",2017-08-11,"[新聞] 機器人理財服務 准了",14,"M.1502442553.A.B48"
"81",2017-08-11,"[問卦] 有人玩過三國群英傳嗎",7,"M.1502442572.A.898"
"82",2017-08-11,"[新聞] 世大運》北市聖火傳遞8月16、17日登場 ",0,"M.1502442575.A.B64"
"83",2017-08-11,"Re: [新聞] 議員批世大運售票不佳　柯文哲嗆：叫你樁",10,"M.1502442632.A.0E7"
"84",2017-08-11,"[新聞] 【內急片】世大運選手村鬧廁所荒　保全",4,"M.1502442640.A.771"
"85",2017-08-11,"Re: [問卦] 為什麼理工男不受女生歡迎？",9,"M.1502442641.A.890"
"86",2017-08-11,"Re: [問卦] 三國謀士排名",3,"M.1502442663.A.8A1"
"87",2017-08-11,"[新聞] 蔡英文：核四不再是台灣選項",-6,"M.1502442700.A.C42"
"88",2017-08-11,"[新聞] 電玩誘童「打手槍」 狼師強制猥褻罪起訴",27,"M.1502442721.A.6A0"
"89",2017-08-11,"[新聞] 宏碁Q2營業淨利率1.8% 近6年單季新高",8,"M.1502442727.A.E10"
"90",2017-08-11,"Re: [問卦] 為什麼理工男不受女生歡迎？",1,"M.1502442807.A.78D"
"91",2017-08-11,"Re: [問卦] ptt 上的女神到底有幾個是正的",1,"M.1502442811.A.4D3"
