"","dates","titles","push","id"
"1",2017-07-22,"[ＦＢ] 李富城：北投焚化爐在替誰燒垃圾",0,"M.1500699084.A.7FE"
"2",2017-07-22,"[問卦] 只有高中學歷真的會找不到工作嗎？",16,"M.1500699097.A.82F"
"3",2017-07-22,"Re: [問卦] 如何一秒激怒上一代的慣老闆?",5,"M.1500699111.A.6AA"
"4",2017-07-22,"[問卦] 進GG輪班是不是台灣年輕人的夢想?",7,"M.1500699153.A.EB8"
"5",2017-07-22,"[ＦＢ] 戴季全 小英做對就挺他 柯P說錯就罵他",-9,"M.1500699187.A.BD1"
"6",2017-07-22,"Re: [問卦] 為什麼台灣男生清一色要剃掉旁邊呢？",11,"M.1500699192.A.D9C"
"7",2017-07-22,"Re: [問卦] 欸！年輕人不存錢瘋出國搞什麼?",1,"M.1500699205.A.36A"
"8",2017-07-22,"Re: [問卦] 甲甲如果設局強姦帥哥",5,"M.1500699215.A.568"
"9",2017-07-22,"[新聞] 2歲飛飛超孝順！　黑人在家按摩ㄧ半…帥",-25,"M.1500699216.A.C6F"
"10",2017-07-22,"[問卦] 想練習跟女生聊天，該選哪款遊戲",14,"M.1500699224.A.F2D"
"11",2017-07-22,"[問卦] ptt為何如此反dcard",8,"M.1500699247.A.909"
"12",2017-07-22,"[問卦] 文章結尾 用對不對很沒禮貌?",-1,"M.1500699312.A.384"
"13",2017-07-22,"[問卦] 有靠退休金養全家的八卦嗎？",4,"M.1500699324.A.51F"
"14",2017-07-22,"[問卦] 有沒有淡水人的八卦？",18,"M.1500699417.A.3FD"
"15",2017-07-22,"[問卦] 喜歡把妹跟喜歡妹是不是不一樣？",2,"M.1500699434.A.B6A"
"16",2017-07-22,"[新聞] 渣男逞慾 逼小模出賣閨密抓交替",6,"M.1500699479.A.ECD"
"17",2017-07-22,"Re: [新聞] 高職生打疫苗2年後亡判賠209萬 醫：荒謬",7,"M.1500699506.A.860"
"18",2017-07-22,"[問卦] 有人看過一個關於靈異電臺的電視劇嗎",2,"M.1500699507.A.132"
"19",2017-07-22,"[問卦] 出去玩幫貼油錢是不是應該的？",6,"M.1500699521.A.114"
"20",2017-07-22,"Re: [新聞] 驚悚！合板加工廠女作業員手臂被機器絞碎",7,"M.1500699585.A.84B"
"21",2017-07-22,"[問卦] 有沒有泰國妹子很少穿黑絲襪的八卦？",4,"M.1500699615.A.A36"
"22",2017-07-22,"[問卦] 愛滋甲 謊報是異性戀的卦?",22,"M.1500699623.A.BB8"
"23",2017-07-22,"[問卦] 如果不讀醫學系去考醫師國考？",-7,"M.1500699625.A.D04"
"24",2017-07-22,"Re: [問卦] 為什麼人類比其他動物廢？",0,"M.1500699671.A.9FE"
"25",2017-07-22,"[問卦]尾田榮一郎:海賊王真人版絕對不背叛書迷！",7,"M.1500699676.A.D7F"
"26",2017-07-22,"[問卦] 一天ㄧ蠻牛",-2,"M.1500699698.A.2D9"
"27",2017-07-22,"[問卦] 發的文被推上熱門是什麼感覺？？",0,"M.1500699699.A.757"
"28",2017-07-22,"Re: [問卦] 賣淫為什麼是違法的？",7,"M.1500699725.A.2F2"
"29",2017-07-22,"[問卦] 李儒才是三國第一謀臣?",6,"M.1500699735.A.0EA"
"30",2017-07-22,"[問卦] 製作動畫MV要多少錢的八卦",0,"M.1500699740.A.218"
