"","dates","titles","push","id"
"1",2017-09-09,"Re: [新聞] 課綱文言比例爭半天 年輕人：出社會早忘",2,"M.1504968946.A.556"
"2",2017-09-09,"[新聞] YouTube又砍北韓宣傳帳號 軍事專家大喊",6,"M.1504968973.A.7BB"
"3",2017-09-09,"Re: [問卦] 求救！紅酒開瓶器斷裂",2,"M.1504968975.A.64F"
"4",2017-09-09,"[問卦] 農夫山泉維他命水",0,"M.1504968979.A.157"
"5",2017-09-09,"[問卦] 大葉是怎麼崛起的",8,"M.1504968979.A.9FC"
"6",2017-09-09,"Re: [新聞] 新地標！高雄衛武營文化中心「吸睛」",-2,"M.1504969002.A.F02"
"7",2017-09-09,"Re: [問卦] 有人有雙屌嗎?",0,"M.1504969029.A.AEA"
"8",2017-09-09,"[問卦] 十大建設是日本人留下基礎？",25,"M.1504969036.A.862"
"9",2017-09-09,"[問卦] 台灣的8+9是不是一種文化",5,"M.1504969038.A.CD5"
"10",2017-09-09,"[問卦] 發明大尺碼熱褲的人是不是開下地獄？",-3,"M.1504969069.A.723"
"11",2017-09-09,"[問卦] 金色三麥為什麼會紅啊？",5,"M.1504969074.A.966"
"12",2017-09-09,"[問卦] 有沒有碧琪公主的八卦",4,"M.1504969086.A.F40"
"13",2017-09-09,"[問卦] 涮涮鍋中誰最雜碎啊？",0,"M.1504969089.A.E6F"
"14",2017-09-09,"[問卦] 風雲 雄霸天下 是港漫武俠電影的頂點嗎",27,"M.1504969129.A.9A6"
"15",2017-09-09,"Re: [問卦] 建中pk英、美最優高中who win?",0,"M.1504969156.A.A5F"
"16",2017-09-09,"[問卦] 手部中毒 緊急截肢真的有用嗎?",1,"M.1504969166.A.4F0"
"17",2017-09-09,"[新聞] 「雙引擎」熱轉 8月出口成長12%",0,"M.1504969183.A.7A7"
"18",2017-09-09,"Re: [新聞] 課綱文言比例爭半天 年輕人：出社會早忘",8,"M.1504969199.A.B5C"
"19",2017-09-09,"[新聞] 《有嘻哈》決賽評審驚見春風！　PG ONE「",-6,"M.1504969220.A.B28"
"20",2017-09-09,"[問卦] 麻醉風暴2一直嗆記者好嗎？",4,"M.1504969247.A.49F"
"21",2017-09-09,"[問卦] 是鬼遮眼？還是今天有月蝕？",0,"M.1504969252.A.3BF"
"22",2017-09-09,"[問卦] 路上好像很少看到國高中生了",3,"M.1504969284.A.34A"
"23",2017-09-09,"[問卦] 醫生在公共場所可以自行判斷後截肢嗎?",18,"M.1504969284.A.213"
"24",2017-09-09,"[問卦] 為什麼一直聽到鬧鐘的聲音啊？",-1,"M.1504969292.A.3FC"
"25",2017-09-09,"[問卦] 平鎮高中",4,"M.1504969306.A.816"
"26",2017-09-09,"[問卦] 麻醉風暴2是不是近年特殊化妝最威的台劇?",39,"M.1504969307.A.39B"
"27",2017-09-09,"[新聞] 狂蝕公司六千多萬 女員工變貴婦",76,"M.1504969359.A.672"
"28",2017-09-09,"Re: [新聞] 相隔10年！詹詠然晉美網女雙冠軍戰",-1,"M.1504969361.A.4C5"
"29",2017-09-09,"[問卦] 最爽的是高雄跟桃園人嗎",3,"M.1504969376.A.8DE"
"30",2017-09-09,"[問卦] 火星人Bruno Mars最好聽的是哪首歌？",33,"M.1504969417.A.074"
"31",2017-09-09,"[問卦] 為什麼國文老師念大學時要學超多的文言文",5,"M.1504969458.A.13B"
"32",2017-09-09,"[問卦] vava現在心裡在想什麼？",1,"M.1504969461.A.75F"
