"","dates","titles","push","id"
"1",2017-08-03,"[問卦] 會吃麥當勞沙拉的人在想甚麼",4,"M.1501734990.A.83F"
"2",2017-08-03,"[問卦] 高雄實居人口是不是比桃園少",11,"M.1501735005.A.A74"
"3",2017-08-03,"Re: [問卦] 不能生的女生？",2,"M.1501735010.A.585"
"4",2017-08-03,"[問卦] 核二廠跟核三廠居然在發電",3,"M.1501735021.A.589"
"5",2017-08-03,"[問卦] 氣功第一課是訓練呼吸嗎",9,"M.1501735043.A.39E"
"6",2017-08-03,"[問卦] 怎麼阻止巷內 用機車佔停車位的人???",6,"M.1501735047.A.8DB"
"7",2017-08-03,"[問卦] 怎麼很少三角錐體的房子?",0,"M.1501735077.A.5B3"
"8",2017-08-03,"Re: [新聞] 北門廣場開幕 柯文哲：巴黎有凱旋門 台北",7,"M.1501735082.A.D8C"
"9",2017-08-03,"[問卦] 要約學妹看九把刀的電影還是諾蘭的電影?",4,"M.1501735083.A.C1A"
"10",2017-08-03,"[問卦] 為什麼女友是私科大夜校生家人會反對?",6,"M.1501735091.A.AF3"
"11",2017-08-03,"[問卦] 50個8+9圍攻館長 會贏嗎?",5,"M.1501735096.A.5BA"
"12",2017-08-03,"[問卦] 三個要怎麼選",0,"M.1501735097.A.584"
"13",2017-08-03,"[問卦] 不小心摸到店員的手",3,"M.1501735117.A.42A"
"14",2017-08-03,"[新聞] 政壇屬意誰 張花冠：賴清德是我的菜",46,"M.1501735134.A.7C7"
"15",2017-08-03,"[問卦] 有沒有機車行老闆的洗手乳的卦？",24,"M.1501735207.A.33D"
"16",2017-08-03,"[新聞] 叫小賀？　他當庭罵「垃圾檢察官」下場這",32,"M.1501735208.A.A76"
"17",2017-08-03,"Re: [新聞] 馬克宏實現競選承諾 中小學無回家作業",1,"M.1501735222.A.455"
"18",2017-08-03,"Re: [新聞] 鴻海赴美投資9000億 中媒：中國人口紅利",9,"M.1501735252.A.EE4"
"19",2017-08-03,"[問卦] 八卦人氣18500是否太高了    ？",5,"M.1501735263.A.C07"
"20",2017-08-03,"[問卦] 館長是達克賽德跟薩諾斯的合體嗎？",3,"M.1501735296.A.F67"
"21",2017-08-03,"[問卦] 班長辦穿很騷開直播 怎麼辦",-1,"M.1501735317.A.FE0"
"22",2017-08-03,"[問卦] 落建洗髮",5,"M.1501735334.A.A68"
"23",2017-08-03,"[新聞] 獲馬英九表揚瘖啞房仲員 竟淪為腳踏車搶",16,"M.1501735337.A.FCF"
"24",2017-08-03,"[問卦] 吃挫冰 頭（臉）會變大？？？",0,"M.1501735407.A.8A1"
"25",2017-08-03,"[問卦] 我這樣是不是盤那了!!!",8,"M.1501735411.A.4F6"
"26",2017-08-03,"Re: [問卦] 有什麼方法一個半月兩個月瘦到5,6 kg?",13,"M.1501735437.A.76C"
"27",2017-08-03,"[問卦] 霧都在哪裡？",19,"M.1501735445.A.759"
"28",2017-08-03,"[新聞] 2公頃以上開發案不配合排水 最高擬罰建",2,"M.1501735576.A.393"
"29",2017-08-03,"[問卦] 現在的孩子都怎麼性啟蒙的?",5,"M.1501735595.A.629"
"30",2017-08-03,"[爆卦] 地震",-3,"M.1501735601.A.CA7"
"31",2017-08-03,"Re: [新聞] 國庫通黨庫密件曝光　按月金援20億給中廣",4,"M.1501735606.A.DEA"
"32",2017-08-03,"[問卦] 台男都喜歡當著女生的男友面前強姦？",7,"M.1501735630.A.360"
"33",2017-08-03,"[問卦] 一定要搓搓才有辦法射精嗎",0,"M.1501735655.A.A9B"
"34",2017-08-03,"Re: [ＦＢ] 劉宇 #大亂鬥時代來臨",8,"M.1501735664.A.D66"
"35",2017-08-03,"Re: [問卦] 像美<U+51B4>這樣的老婆，現在社會上是不是找不到了？",-9,"M.1501735671.A.AF1"
"36",2017-08-03,"[問卦] 去速食店還吃沙拉的人在想什麼",5,"M.1501735685.A.8D1"
"37",2017-08-03,"[問卦] 高雄人口普查！?",10,"M.1501735691.A.A84"
"38",2017-08-03,"[問卦] 館長/結石/佳華 你最想/不想被誰肛?",3,"M.1501735709.A.C80"
"39",2017-08-03,"[問卦] 反甲ID是不是追蹤很多甲甲的臉書啊？",20,"M.1501735736.A.8E4"
"40",2017-08-03,"[問卦] 有沒有張順瑋的八卦",3,"M.1501735758.A.644"
"41",2017-08-03,"[問卦] 斷鋼聖劍很強嗎",4,"M.1501735834.A.595"
"42",2017-08-03,"Re: [問卦] 太平天國是死最多人的戰爭但課本卻沒提？",11,"M.1501735839.A.808"
"43",2017-08-03,"Re: [問卦] 研究所VS大學",7,"M.1501735881.A.860"
"44",2017-08-03,"Re: [問卦] 太平天國是死最多人的戰爭但課本卻沒提？",3,"M.1501735937.A.665"
"45",2017-08-03,"[問卦] 沒梗推文洗掉有梗推文該怎辦??",-5,"M.1501735955.A.C65"
"46",2017-08-03,"[爆卦] 反課綱學生  登陸",4,"M.1501735994.A.8D6"
"47",2017-08-03,"Re: [新聞] 榮民基金會董座爆冷門 傳官方出面勸退",3,"M.1501736015.A.EFE"
"48",2017-08-03,"[新聞] 周董分享育兒經超累超累",1,"M.1501736031.A.D2F"
"49",2017-08-03,"Re: [爆卦]川普剛宣布限縮親屬移民 增加科技移民額度",2,"M.1501736064.A.D17"
"50",2017-08-03,"[問卦] 老子吃火鍋",2,"M.1501736069.A.D44"
"51",2017-08-03,"[新聞] 餓壞了！大象國道攔車強攻馬鈴薯",58,"M.1501736069.A.DAB"
"52",2017-08-03,"Re: [問卦] 有什麼方法一個半月兩個月瘦到5,6 kg?",6,"M.1501736074.A.A63"
"53",2017-08-03,"Re: [新聞] 國庫通黨庫密件曝光　按月金援20億給中廣",-2,"M.1501736098.A.3EC"
"54",2017-08-03,"[新聞] 中共監控中國留學生 澳學者:校園自由受威",2,"M.1501736112.A.A30"
"55",2017-08-03,"[新聞] 蔡英文：中小學科展得主 女生占一半是好",3,"M.1501736129.A.6F8"
"56",2017-08-03,"[問卦] 學弟的手指很像甜不辣 怎麼辦",7,"M.1501736155.A.54F"
"57",2017-08-03,"[問卦] 早餐店賣紅茶是不是斂財?",2,"M.1501736184.A.2D9"
"58",2017-08-03,"[問卦] 8+9和老師哪個幹過比較多嫩妹",4,"M.1501736192.A.4FE"
"59",2017-08-03,"[新聞] 「當第三者是辛苦的」　女控名醫妻結果",4,"M.1501736208.A.DA2"
"60",2017-08-03,"[問卦] 雅虎留言的人都是怎樣的人？",8,"M.1501736231.A.F1B"
"61",2017-08-03,"[問卦] 成為一個新國家是不是什麼都需要改呢？",0,"M.1501736242.A.B53"
"62",2017-08-03,"[問卦] 大陸牛肉麵屌打台灣?",-5,"M.1501736250.A.8EE"
"63",2017-08-03,"[問卦] 版上怎麼沒有忠貞683梯的？",13,"M.1501736253.A.45C"
"64",2017-08-03,"[問卦] 現在統一證券的那個營業員在想什麼?",24,"M.1501736291.A.0A7"
"65",2017-08-03,"[問卦] ""黨""這個字的意義",3,"M.1501736323.A.2E0"
"66",2017-08-03,"[問卦] 現在還有人在搭UBER嘛？",1,"M.1501736363.A.B07"
"67",2017-08-03,"Re: [問卦] gogoro燒錢破百億如何回收？",2,"M.1501736364.A.D45"
"68",2017-08-03,"Re: [新聞] 賴清德太晚宣佈颱風假被狂罵 陳菊：是慢了",3,"M.1501736389.A.3D1"
"69",2017-08-03,"[問卦] 肉豬不算生命，那肉兔呢？",16,"M.1501736412.A.B5E"
"70",2017-08-03,"Re: [問卦] 研究所VS大學",-2,"M.1501736424.A.1B3"
"71",2017-08-03,"[新聞] 中客因薩德不來 韓觀光公社：靠台灣旅客",47,"M.1501736431.A.08E"
"72",2017-08-03,"[問卦] 東林黨比貪汙腐敗閹黨魏忠賢更爛的掛?",5,"M.1501736507.A.618"
"73",2017-08-03,"[ＦＢ] 永豐金接連爆弊案 永豐金證董座陳惟龍角",0,"M.1501736525.A.88A"
"74",2017-08-03,"[問卦] 有沒有屏東這樣的雞腿便當要多少？",9,"M.1501736527.A.20A"
"75",2017-08-03,"[問卦] 預算八萬買哪種機車騎起來最秋條!",9,"M.1501736559.A.D4D"
"76",2017-08-03,"[新聞] 新北市長選不選 侯友宜：做好份內工作最",-2,"M.1501736563.A.D65"
"77",2017-08-03,"[問卦] 台大電機系畢去華碩算差嗎",51,"M.1501736638.A.A39"
"78",2017-08-03,"[問卦] 現在才買亞光太晚了嗎",-1,"M.1501736660.A.E75"
"79",2017-08-03,"Re: [新聞] 參選高雄市長?幕僚透露韓國瑜確實有考慮",9,"M.1501736674.A.488"
"80",2017-08-03,"[問卦] 科技業轉公職的多嗎",23,"M.1501736694.A.B7C"
"81",NA,"",1,"M.1501736751.A.408"
"82",2017-08-03,"[問卦] 太狗幹了",-6,"M.1501736785.A.A0B"
"83",2017-08-03,"[新聞] 2018選新北？侯友宜：現在做不好別奢談",9,"M.1501736793.A.37F"
"84",2017-08-03,"Re: [新聞] 一名英國女孩之死，意外揭開澳洲打工度假",5,"M.1501736816.A.5D4"
"85",2017-08-03,"[問卦] 妹妹說我很臭！？",-2,"M.1501736828.A.765"
"86",2017-08-03,"[新聞]師上性平課被告猥褻 教育局：律師費我們付",35,"M.1501736847.A.C54"
"87",2017-08-03,"[問卦] 股板人氣這麼高代表大家都進場了?",9,"M.1501736861.A.AF7"
"88",2017-08-03,"[問卦] 古人不洗澡的時候 會洗老二嗎",2,"M.1501736939.A.A8B"
"89",2017-08-03,"[問卦] 信長的圓是不是只有解說用？",19,"M.1501736943.A.4E3"
"90",2017-08-03,"Re: [新聞] 不滿被指點抹黑！越南新娘：男人沒用我們",4,"M.1501736965.A.4C4"
"91",2017-08-03,"Re: [新聞] 台電加價20%買回電力 虧損狀況雪上加霜",-5,"M.1501737030.A.BAA"
"92",2017-08-03,"[問卦] 聽到家人長官同事跟你說要共體時艱時要",4,"M.1501737040.A.CB4"
"93",2017-08-03,"[新聞] 奧地利「乾媽」包養難民引爭議 網友：有",38,"M.1501737091.A.552"
"94",2017-08-03,"[問卦] 還記得那些紅極一時的句子",7,"M.1501737151.A.20F"
"95",2017-08-03,"[問卦] 女同事的肩帶掉了要提醒他嗎？",4,"M.1501737176.A.1A9"
"96",2017-08-03,"Re: [新聞] 不滿被指點抹黑！越南新娘：男人沒用我們",-5,"M.1501737198.A.F81"
"97",2017-08-03,"[問卦] 為什麼夜店女生免費入場不算歧視女生？",16,"M.1501737231.A.698"
"98",2017-08-03,"[新聞] 退休當肥貓，金管會高層爆李滿治調任實情",0,"M.1501737265.A.F0D"
"99",2017-08-03,"[問卦] 寶可夢的客群",4,"M.1501737326.A.271"
"100",2017-08-03,"[新聞] 邱毅：在國民黨吃香喝辣總是勢利無恥下流",104,"M.1501737332.A.B4E"
"101",2017-08-03,"[問卦] 張順瑋會用PTT嗎？？",14,"M.1501737344.A.70D"
"102",2017-08-03,"Re: [問卦] 大陸牛肉麵屌打台灣?",11,"M.1501737441.A.C58"
"103",2017-08-03,"[問卦] 有沒有女團顏值不重要的八卦",6,"M.1501737513.A.1FC"
"104",2017-08-03,"[問卦] 歪國人哪裡帥呀？",0,"M.1501737556.A.326"
"105",2017-08-03,"[問卦] 如果庫畢能力還在",2,"M.1501737572.A.AF4"
"106",2017-08-03,"[問卦] 台灣的愛滋防治是不是很失敗?",4,"M.1501737575.A.D5A"
"107",2017-08-03,"[新聞] 心不甘情不願還是得簽！川普抱怨制裁俄羅",8,"M.1501737616.A.D89"
"108",2017-08-03,"Re: [新聞] 1戶卡200戶 永春都更同意戶淚訴「市府沒",-11,"M.1501737617.A.34E"
"109",2017-08-03,"[新聞] 美麗翠湖遭挖1.5公頃 基隆女議員丈夫遭起",5,"M.1501737630.A.F1D"
"110",2017-08-03,"[新聞] 「迴旋式」巴掌超大聲！男打電動失控轉頭",60,"M.1501737660.A.E24"
"111",2017-08-03,"Re: [問卦] 有人對灌籃高手的谷澤 心有戚戚焉嗎?",6,"M.1501737694.A.98D"
"112",2017-08-03,"[問卦] 不念金融相關科系有辦法玩好股票嗎？",9,"M.1501737702.A.8E0"
"113",2017-08-03,"Re: [問卦] 有沒有女團顏值不重要的八卦",3,"M.1501737712.A.538"
"114",2017-08-03,"Re: [問卦] 台股大崩盤的八卦?",-2,"M.1501737722.A.E27"
"115",2017-08-03,"Re: [新聞] 台電加價20%買回電力 虧損狀況雪上加霜",0,"M.1501737728.A.22A"
"116",2017-08-03,"[ＦＢ] 蕭曉玲 柯P的劣化與政治化-很會耍嘴皮子",-1,"M.1501737735.A.DC3"
